What is your gender?,,What's your occupation?,,How long have you been engaged in software development? (except the time in school),How often do you participate in or contribute to open source software communities?,What factors motivate you to make contributions on Stack Overflow? Please choose an option for each factors.,,,,,,,,Do you have a goal of earning certain reputation points?,,Do you have a goal of earning certain badges?,,Do you have a goal of getting a certain rank in the community?,,Are you likely contribute less or even stop contributing after achieving a specific goal?,,,,How often do you check for the updates of the virtual rewards on Stack Overflow?,,,
Male,,Agree,,>10 years,Usually,A secondary motivation,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Usually,A secondary motivation,The most primary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Usually,A secondary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,6~10 years,Sometimes,The most primary motivation,The most primary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,6~10 years,Sometimes,The most primary motivation,A secondary motivation,"One of my motivations, but not important",A secondary motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,"One of my motivations, but not important",The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Rarely,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,"One of my motivations, but not important",The most primary motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Strongly agree,,>10 years,Usually,"One of my motivations, but not important",A secondary motivation,"One of my motivations, but not important",A secondary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Usually,Usually,Never,Never
Male,,Agree,,>10 years,Rarely,A secondary motivation,A secondary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Sometimes,Sometimes,Sometimes
Male,,Neither agree nor disagree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,A secondary motivation,A secondary motivation,A secondary motivation,A secondary motivation,A secondary motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Never,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Usually,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,"One of my motivations, but not important",Not my motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Very unlikely,Very unlikely,Unlikely,Usually,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Usually,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Rarely,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Rarely,The most primary motivation,A secondary motivation,Not my motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Sometimes,Sometimes,Rarely
Male,,Agree,,>10 years,Usually,The most primary motivation,A secondary motivation,Not my motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Unlikely,Unlikely,Unlikely,Neither likely nor unlikely,Rarely,Rarely,Never,Never
Male,,Disagree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,A secondary motivation,The most primary motivation,"One of my motivations, but not important",A secondary motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Rarely,Rarely,Sometimes
Male,,Agree,,>10 years,Rarely,The most primary motivation,A secondary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Agree,,6~10 years,Sometimes,The most primary motivation,A secondary motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,,P/T Software Developer,>10 years,Rarely,"One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Never,Never,Rarely
Male,,Agree,,6~10 years,Rarely,A secondary motivation,The most primary motivation,The most primary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,,"Teacher (of Latin and Greek, in a high school)",6~10 years,Sometimes,A secondary motivation,The most primary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Never,Never,Never
Male,,Agree,,1~5 years,Rarely,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Neither agree nor disagree,,6~10 years,Sometimes,The most primary motivation,The most primary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Usually,The most primary motivation,A secondary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Sometimes,Rarely,Never,Never
Male,,Agree,,>10 years,Rarely,A secondary motivation,The most primary motivation,Not my motivation,A secondary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Sometimes,Rarely,Rarely,Sometimes
Male,,Agree,,>10 years,Rarely,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,"One of my motivations, but not important",A secondary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",,"Yes (please specify your target points, e.g., 10k reputation points)",50k,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Usually,Rarely,Rarely,Rarely
Male,,Neither agree nor disagree,,>10 years,Rarely,A secondary motivation,The most primary motivation,Not my motivation,,"One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Likely,Never,Rarely,Never,Never
Male,,Neither agree nor disagree,,>10 years,Rarely,A secondary motivation,The most primary motivation,"One of my motivations, but not important",A secondary motivation,Not my motivation,Not my motivation,A secondary motivation,,No,,No,,No,,Very unlikely,Unlikely,Unlikely,Unlikely,Sometimes,Sometimes,Sometimes,Sometimes
Male,,Agree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,Not my motivation,A secondary motivation,,"One of my motivations, but not important",Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Strongly agree,,>10 years,Always,The most primary motivation,A secondary motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,,No,,"Yes (please specify the most desired badge you want to earn, e.g., explainer)",Want to reach 10K bronze/silver badges to break the UI...,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Usually,Sometimes,Rarely,Rarely
Male,,,Contractor ,>10 years,Rarely,A secondary motivation,The most primary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Sometimes,Sometimes,Sometimes
Male,,Disagree,,6~10 years,Always,A secondary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",Karma (contributing to grow the community so it helps me more later),No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Sometimes,Rarely,Never,Never
Male,,Neither agree nor disagree,,>10 years,Always,A secondary motivation,Not my motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Very unlikely,Unlikely,Very unlikely,Rarely,Never,Never,Never
Male,,Agree,,>10 years,Rarely,A secondary motivation,"One of my motivations, but not important",Not my motivation,The most primary motivation,A secondary motivation,A secondary motivation,A secondary motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Sometimes,Never,Never
Male,,Agree,,1~5 years,Sometimes,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Never,Rarely,Rarely
Male,,Agree,,>10 years,Usually,The most primary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Sometimes,Never,Sometimes
Male,,Agree,,>10 years,Rarely,The most primary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,A secondary motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Usually,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Usually,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,The most primary motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Rarely,A secondary motivation,A secondary motivation,A secondary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Rarely,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Sometimes,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Never,Never,Never,Never
Male,,Agree,,6~10 years,Always,The most primary motivation,A secondary motivation,Not my motivation,A secondary motivation,"One of my motivations, but not important",The most primary motivation,The most primary motivation,,No,,"Yes (please specify the most desired badge you want to earn, e.g., explainer)",Android Gold Badge ,"Yes (please specify your target ranking, e.g., top10 contributor)",Top 100 contributor in Android Community ,Likely,Likely,Likely,Very unlikely,Sometimes,Sometimes,Sometimes,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,"One of my motivations, but not important",A secondary motivation,A secondary motivation,Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Neither likely nor unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Rarely,Rarely,Rarely
Male,,Neither agree nor disagree,,>10 years,Rarely,"One of my motivations, but not important",A secondary motivation,"One of my motivations, but not important",The most primary motivation,The most primary motivation,The most primary motivation,A secondary motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Usually,A secondary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,just for fun,No,,No,,No,,Unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Sometimes,Never,Never
Male,,Agree,,6~10 years,Rarely,The most primary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Never,Never,Rarely
Male,,Unemployed,,>10 years,Rarely,A secondary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Neither likely nor unlikely,Very unlikely,Very unlikely,Neither likely nor unlikely,Rarely,Never,Rarely,Never
Male,,Strongly agree,,>10 years,Usually,A secondary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Never,Never,Never
Male,,Agree,,>10 years,Rarely,The most primary motivation,A secondary motivation,"One of my motivations, but not important",A secondary motivation,"One of my motivations, but not important",A secondary motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Rarely,Never
Male,,Agree,,6~10 years,Rarely,A secondary motivation,A secondary motivation,The most primary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Usually,Usually,Never,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,"One of my motivations, but not important",A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Very unlikely,Rarely,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,Not my motivation,A secondary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Rarely,Not my motivation,A secondary motivation,Not my motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Neither likely nor unlikely,Unlikely,Unlikely,Likely,Rarely,Never,Rarely,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Neither agree nor disagree,,>10 years,Usually,A secondary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Rarely,The most primary motivation,A secondary motivation,Not my motivation,A secondary motivation,Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Likely,Rarely,Never,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,,A secondary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Usually,Usually,Usually,Always
Male,,Neither agree nor disagree,,6~10 years,Sometimes,A secondary motivation,The most primary motivation,The most primary motivation,A secondary motivation,"One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Rarely,"One of my motivations, but not important",A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Rarely,Sometimes
Male,,Agree,,>10 years,Always,A secondary motivation,The most primary motivation,Not my motivation,Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"I used to play the points game, but not anymore.",No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,>10 years,Never,A secondary motivation,The most primary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Usually,Sometimes,Never,Never
Male,,Agree,,>10 years,Sometimes,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,>10 years,Sometimes,A secondary motivation,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,"Yes (please specify the most desired badge you want to earn, e.g., explainer)","Topic gold badges, e.g. ios, swift",No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Rarely,Rarely
Male,,Agree,,>10 years,Usually,A secondary motivation,The most primary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Sometimes,Never,Sometimes
Male,,Agree,,>10 years,Sometimes,A secondary motivation,"One of my motivations, but not important",Not my motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",I get help for my own programming from SO community and want to return the favor.,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Rarely,Never,Rarely
Male,,Agree,,6~10 years,Usually,The most primary motivation,A secondary motivation,Not my motivation,"One of my motivations, but not important",A secondary motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Agree,,1~5 years,Rarely,A secondary motivation,The most primary motivation,"One of my motivations, but not important","One of my motivations, but not important",,,,,No,,No,,No,,,,,,Rarely,Rarely,Rarely,Sometimes
Male,,Disagree,,6~10 years,Rarely,"One of my motivations, but not important",The most primary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
Male,,Neither agree nor disagree,,>10 years,Sometimes,The most primary motivation,The most primary motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Rarely,Rarely,Never
Male,,Agree,,>10 years,Rarely,The most primary motivation,A secondary motivation,"One of my motivations, but not important",A secondary motivation,A secondary motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Unlikely,Likely,Usually,Sometimes,Never,Never
Male,,Agree,,>10 years,Sometimes,The most primary motivation,"One of my motivations, but not important",Not my motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,
Male,,Strongly agree,,>10 years,Always,The most primary motivation,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,,"Yes (please specify your target points, e.g., 10k reputation points)",I find staying in the top 10% (and working up) motivating,No,,No,,Likely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Never,Never,Never
Male,,Neither agree nor disagree,,1~5 years,Sometimes,The most primary motivation,A secondary motivation,A secondary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Rarely,Never,Never
Male,,Agree,,1~5 years,Sometimes,The most primary motivation,,"One of my motivations, but not important",Not my motivation,,,A secondary motivation,,"Yes (please specify your target points, e.g., 10k reputation points)",10k,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Rarely,Never,Rarely
Male,,Strongly agree,,6~10 years,Always,The most primary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important",A secondary motivation,A secondary motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Rarely,Sometimes,Sometimes,Sometimes
Male,,Neither agree nor disagree,,>10 years,Sometimes,A secondary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Male,,Agree,,6~10 years,Rarely,A secondary motivation,The most primary motivation,A secondary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Never,Never,Never
Male,,Agree,,6~10 years,Usually,"One of my motivations, but not important","One of my motivations, but not important",The most primary motivation,The most primary motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Never,Never,Rarely
Female,,,Contract programmer,>10 years,Sometimes,The most primary motivation,The most primary motivation,A secondary motivation,The most primary motivation,A secondary motivation,"One of my motivations, but not important",A secondary motivation,,No,,No,,No,,Unlikely,Unlikely,Unlikely,Unlikely,Rarely,Rarely,Rarely,Never
Female,,Strongly disagree,,1~5 years,Rarely,Not my motivation,Not my motivation,A secondary motivation,The most primary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,,No,,No,,No,,Very likely,Unlikely,Unlikely,Unlikely,Rarely,Never,Never,Never
Female,,Neither agree nor disagree,,>10 years,Never,A secondary motivation,The most primary motivation,A secondary motivation,"One of my motivations, but not important",Not my motivation,Not my motivation,"One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Female,,,unicorn breeder ,1~5 years,Sometimes,The most primary motivation,The most primary motivation,Not my motivation,"One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important","One of my motivations, but not important",,No,,No,,No,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never
Female,,Agree,,6~10 years,Always,A secondary motivation,Not my motivation,A secondary motivation,A secondary motivation,Not my motivation,The most primary motivation,A secondary motivation,,No,,No,,No,,Very likely,Neither likely nor unlikely,Likely,Very unlikely,Sometimes,Never,Usually,Always
Female,,,I'm a UX designer,6~10 years,Rarely,Not my motivation,The most primary motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,Not my motivation,,No,,No,,No,,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Never,Never,Never,Never
